"plot_name"	"MAT_wc"	"MAT_pred"	"MinT_wc"	"MinT_pred"	"MaxT_wc"	"MaxT_pred"	"MAP_wc"	"MAP_pred"	"wbalann_wc"	"wbalann_pred"	"winterlen_wc"	"winterlen_pred"	"NA"	"NA"
"154"	"CVC5"	114	113.204934049829	-86	-83.6744015632633	339	314.488519785051	210	255.458231558378	-510.410587116614	-442.355826618058	4	3.97166585246702	58	68.2274059599414
"155"	"GST1"	114	114.019785051294	-86	-84.0293111871031	339	315.359062042013	219	253.048851978506	-498.71975359451	-472.491213084466	4	3.9276990718124	59	70.3414753297508
"156"	"GST2"	114	117.686614557889	-86	-84.6174890083049	339	310.135808500244	219	255.458231558378	-498.71975359451	-461.943827821224	4	3.88373229115779	59	68.6502198339033
"157"	"GST3"	110	116.566194430875	-87	-83.7352222765022	333	309.555446995604	224	262.686370297997	-479.998848165073	-424.274594738213	4	3.91597459697118	61	70.3414753297508
"158"	"GST4"	110	114.223497801661	-87	-86.9702002931118	333	309.265266243283	224	254.253541768442	-479.998848165073	-431.808441354815	4	3.94235466536395	61	71.1871030776747
"159"	"MESA1"	132	127.449438202247	-77	-79.2471910112359	361	344.086956521739	156	196.42843185149	-643.7513041138	-541.802601957206	3	3.42061553492916	43	51.3148510014656
"160"	"MESA2"	132	124.516853932584	-77	-77.4943820224719	361	345.247679531021	156	196.42843185149	-643.7513041138	-540.295832633886	3	3.01025891548607	43	51.7376648754275
"161"	"MESA3"	132	129.573033707865	-77	-73.8426966292135	361	344.9574987787	156	196.42843185149	-643.7513041138	-538.789063310565	3	2.98680996580361	43	52.1604787493893
"162"	"MESA4B"	131	119.662921348314	-75	-84.5056179775281	359	317.196873473376	160	198.837811431363	-636.665982823818	-449.889673234661	3	3.83976551050317	44	53.428920371275
"163"	"MESA5"	131	116.224719101123	-75	-78.808988764045	359	341.281875915975	160	196.42843185149	-636.665982823818	-538.789063310565	3	3.87787005373718	44	53.0061064973131
"164"	"MZP1"	147	119.92647777235	-47	-78.2051783097216	367	335.865168539326	109	234.978505129458	-759.399906227356	-499.613060904234	2	3.88080117244748	31	56.3886174890083
"165"	"MZP2"	147	120.622374206156	-47	-76.6226184660478	367	330.932095749878	109	236.183194919395	-759.399906227356	-484.54536767103	2	3.87200781631656	31	58.5026868588178
"166"	"MZP3"	146	118.634098680996	-48	-83.8160723009282	365	326.869565217391	110	242.206643869077	-752.326730271089	-461.943827821224	2	3.91011235955056	32	61.4623839765511
"167"	"WHF10"	112	115.323888617489	-88	-81.0884220810943	337	322.516853932584	223	245.820713238886	-487.897422207979	-495.092752934273	4	3.90131900341964	61	64.4220810942843
"168"	"PS1"	100	95.9960918417197	-90	-78.3793356130923	332	276.375671714704	165	336.172447484123	-509.549580043004	-272.090893082851	5	3.98339032730826	45	55.9658036150465
"169"	"BOW3"	124	127.121641426478	-58	-62.3913043478261	337	287.501709819247	219	262.686370297998	-512.297560661074	-460.437058497903	3	2.0371275036639	64	42.4357596482658
"170"	"CRC1"	124	122.236443575965	-58	-71.4582315583781	337	279.376648754274	219	321.716170004885	-512.297560661074	-300.719510225939	3	2.03419638495359	64	68.2274059599414
"171"	"CRC3a"	124	114.322423058133	-58	-73.4416218856864	337	302.010747435271	219	266.300439667806	-512.297560661074	-335.375204662309	3	2.03126526624328	64	65.2677088422081
"172"	"FWC1"	124	117.058133854421	-58	-75.1416707376649	337	305.202735710797	219	263.891060087934	-512.297560661074	-421.261056091573	3	3.98045920859795	64	68.2274059599414
"173"	"FWC3"	124	119.891548607719	-58	-73.4416218856864	337	313.71470444553	219	262.686370297998	-512.297560661074	-421.261056091573	3	2.04298974108452	64	60.6167562286272
"174"	"PSW1"	170	138.952369320958	-9	15.7022471910113	380	379.874450415242	199	251.844162188569	-744.282155235718	-511.667215490798	0	0.0527601367855398	56	69.4958475818271
"175"	"RBDC2"	124	118.621397166585	-58	-77.266731802638	337	310.619443087445	219	274.733268197362	-512.297560661074	-323.321050075745	3	2.05178309721544	64	56.3886174890083
"176"	"RBDC3"	124	121.552515876893	-58	-72.8749389350269	337	285.083536883243	219	272.323888617489	-512.297560661074	-424.274594738214	3	3.96580361504641	64	66.5361504640938
"177"	"RBDC4"	124	112.466047874939	-58	-78.5417684416219	337	280.924279433317	219	278.347337567171	-512.297560661074	-73.1973424045561	3	3.97459697117733	64	74.5696140693698
"178"	"RBDC5"	124	113.638495359062	-58	-74.4333170493405	337	292.724963361016	219	280.756717147044	-512.297560661074	-324.827819399066	3	3.94821690278456	64	66.5361504640938
"179"	"RBDC6"	124	104.747435271128	-58	-75.4250122129946	337	284.309721543723	219	290.394235466536	-512.297560661074	-284.145047669415	3	2.03126526624328	64	74.1468001954079
"180"	"SHRINE1"	124	126.340009770395	-58	-54.0327308255984	337	320.775769418662	219	281.96140693698	-512.297560661074	-477.011521054428	3	2.04298974108451	64	66.1133365901319
"181"	"STCV1"	124	116.276502198339	-58	-84.0669272105521	337	285.276990718124	219	304.850512945774	-512.297560661074	-269.07735443621	3	3.98925256472887	64	76.2608695652174
"182"	"STCV5"	124	120.575476306791	-58	-78.9667806546165	337	289.726428920372	219	319.306790425012	-512.297560661074	-252.502891879686	3	2.03126526624328	64	81.3346360527601
"183"	"STC1(4)"	112	124.295065950171	-65	20.0495847581827	323	324.741573033707	243	195.223742061553	-440.74402483857	-484.54536767103	3	3.03370786516854	69	33.1338544211041
"184"	"STC4(12)"	112	116.12481680508	-65	-79.7752808988763	323	317.970688812896	243	232.569125549585	-440.74402483857	-445.369365264699	3	3.88080117244749	69	33.556668295066
"185"	"STC7(14)"	112	121.538837322911	-65	16.0622862725941	323	317.777234978017	243	266.300439667806	-440.74402483857	-311.266895489182	3	3.00146555935516	69	38.2076209086468
"186"	"STC8(15)"	112	119.570102589155	-65	-76.3575964826576	323	315.552515876893	243	280.756717147044	-440.74402483857	-327.841358045706	3	3.95114802149487	69	48.7779677576941
"187"	"G11A"	153	159.09672691744	-24	-3.07962872496333	360	394.533707865168	144	177.06765999023	-710.176939846463	-672.891533086082	2	0.0117244748412311	32	21.0188080117244
"188"	"G11B"	153	161.922569614069	-24	-0.816805080605745	360	390.404494382022	144	127.059843673668	-710.176939846463	-844.663235944609	2	2.00488519785051	32	19.4487054225696
"189"	"G15"	153	157.622374206155	-24	2.29457743038594	360	393.47191011236	144	141.834880312653	-710.176939846463	-929.042318050555	2	2.01074743527113	32	23.3739618954568
"190"	"G4A"	153	157.130923302394	-24	-0.675378602833375	360	394.887640449438	144	174.794577430386	-710.176939846463	-683.438918349325	2	0.0117244748412311	32	21.4113336590132
"191"	"G4B1"	153	208.978993649243	-24	45.995359062042	360	409.988764044944	144	108.87518319492	-710.176939846463	-1085.74632767587	2	0.0087933561309233	32	21.4113336590132
"192"	"G6B"	153	154.796531509526	-24	0.0317537860283601	360	387.101123595505	144	146.38104543234	-710.176939846463	-770.831539101909	2	2.01660967269174	32	25.3365901319004
"193"	"G9D"	153	160.325354176844	-24	1.16316560820718	360	389.106741573033	144	132.742550073278	-710.176939846463	-791.926309628396	2	2.00195407914021	32	22.1963849535907
"194"	"LCHNC1"	157	154.11602344895	-17	31.2481680508061	326	346.408402540303	293	340.692232535417	-544.112954231544	-498.182651478247	0	0.0175867122618466	131	173.085246702492
"195"	"LCHNC10"	157	150.104054714216	-17	31.7962872496337	326	343.603321934538	293	316.633121641426	-544.112954231544	-503.188607015347	0	0.0175867122618466	131	140.951392281387
"196"	"LCHNC6A"	157	185.052760136785	-17	37.8255984367367	326	348.729848558867	293	303.895945285784	-544.112954231544	-543.236251312141	0	0.0175867122618466	131	143.488275525159
"197"	"LCHNC6B"	157	156.434049829018	-17	34.6739130434783	326	346.892037127503	293	306.726428920372	-544.112954231544	-518.206473626644	0	0.0175867122618466	131	135.03199804592
"198"	"LCHNC9"	157	152.600390815828	-17	35.4960918417196	326	344.377137274059	293	310.972154372252	-544.112954231544	-514.869169935245	0	0.0146555935515388	131	143.488275525159
"199"	"PRATTCV"	137	145.111382510991	-27	4.84318514899851	299	302.978016609673	216	483.631656082072	-529.212897202147	-433.105229495955	1	0.0175867122618466	116	172.66243282853
"200"	"RAROYO1"	160	140.74279433317	-26	-16.80947728383	337	329.094284318514	323	306.726428920372	-539.461277016182	-473.15287379275	0	0.038104543234001	137	129.112603810454
"201"	"RAROYO3"	160	196.732046897899	-26	40.9482169027846	337	342.829506595017	323	302.480703468491	-539.461277016182	-543.236251312141	0	0.0117244748412311	137	139.260136785539
"202"	"HAM1B"	151	145.090376160234	-27	0.0297997068881	362	369.050561797752	181	172.521494870542	-660.138957685206	-559.883833837051	2	2.05471421592574	16	28.0842696629214
"203"	"HAM1C"	151	141.404494382023	-27	-14.2349780166097	362	324.455056179776	181	195.252320468979	-660.138957685206	-520.70783143072	2	2.01367855398144	16	37.8974108451392
"204"	"HO1C"	218	219.199071812409	63	48.5210063507572	378	407.249633610161	113	116.918905715681	-1153.55812052455	-1263.54510782769	0	0.00586223742061555	47	27.6372740595994
"205"	"HO5A"	218	215.276257938447	63	51.5249145090377	378	398.931118710308	113	124.1470444553	-1153.55812052455	-1129.44263805216	0	0.0087933561309233	47	35.2479237909135
"206"	"HO5B"	218	220.179775280899	63	50.1595017098193	378	407.152906692721	113	115.714215925745	-1153.55812052455	-1344.91065128699	0	0.00586223742061555	47	31.0197850512946
"207"	"HMTN1A"	164	146.270395701026	-20	15.4743527112849	348	322.807034684905	241	303.895945285784	-643.902034404829	-459.803659027152	0	0.0410356619443088	115	143.911089399121
"208"	"HMTN1B"	164	143.863214460185	-20	36.8729848558866	348	321.549584758183	241	303.895945285784	-643.902034404829	-474.82152563845	0	0.0586223742061553	115	136.723253541768
"209"	"NAV14A"	164	139.494626282364	-20	32.9203712750367	348	311.199804592086	241	368.99706888129	-643.902034404829	-413.081407347559	0	2.93111871030777	115	132.072300928188
"210"	"NAV14E"	164	136.909135319981	-20	34.0107474352711	348	341.088422081094	241	318.04836345872	-643.902034404829	-486.502088558348	0	2.11626770884221	115	134.186370297997
"211"	"NAV15"	164	199.317537860283	-20	33.6018563751832	348	381.520273571079	241	277.006350757205	-643.902034404829	-623.33153990573	0	2.01074743527113	115	123.61602344895
"212"	"NAV16B"	164	195.662188568637	-20	41.6433805569125	348	377.167562286273	241	301.065461651197	-643.902034404829	-561.591421614839	0	0.0234489496824621	115	132.072300928188
"213"	"NAV16C"	164	204.042745481192	-20	42.3248656570591	348	378.908646800195	241	277.006350757206	-643.902034404829	-723.450650647717	0	0.0175867122618466	115	131.649487054225
"214"	"NAV17"	164	202.705422569614	-20	43.0063507572057	348	377.070835368832	241	284.082559843673	-643.902034404829	-561.591421614839	0	0.0205178309721544	115	136.300439667807
"215"	"NAV18B"	164	195.662188568638	-20	40.2804103566195	348	377.747923790914	241	309.556912554959	-643.902034404829	-494.845347786847	0	2.01660967269174	115	134.609184171959
"216"	"NAV18C"	164	192.89838788471	-20	40.4167073766488	348	352.308744504153	241	305.311187103078	-643.902034404829	-486.502088558349	0	2.01367855398144	115	132.072300928188
"217"	"NAV19B"	164	200.119931607231	-20	41.7796775769419	348	353.082559843673	241	305.311187103078	-643.902034404829	-549.91085869494	0	0.0175867122618466	115	137.991695163654
"218"	"NAV19C"	164	136.641670737665	-20	39.7352222765022	348	330.835368832438	241	299.650219833903	-643.902034404829	-468.146918255651	0	2.0723009281876	115	129.958231558378
"219"	"NAV1C1"	164	148.320957498779	-20	38.9174401563264	348	335.865168539326	241	326.539814362481	-643.902034404829	-484.833436712649	0	0.0351734245236932	115	136.723253541768
"220"	"NAV1C2"	164	139.227161700048	-20	33.6018563751831	348	330.061553492917	241	313.802638006839	-643.902034404829	-468.146918255651	0	2.05471421592574	115	129.958231558378
"221"	"NAV1C3"	164	136.017586712262	-20	28.5588666340986	348	380.456277479238	241	292.574010747436	-643.902034404829	-488.170740404048	0	2.0400586223742	115	114.314118221788
"222"	"NAV20"	164	201.011480214949	-20	39.1900341963849	348	379.972642892037	241	285.497801660967	-643.902034404829	-563.260073460538	0	0.0263800683927699	115	128.689789936493
"223"	"PICCV1AB"	164	162.050806057646	-20	31.7984855886663	348	353.276013678554	241	299.650219833903	-643.902034404829	-496.513999632547	0	0.0234489496824621	115	127.421348314606
"224"	"PICCV1D"	164	153.759404005863	-20	32.8869076697606	348	320.485588666341	241	390.225696140694	-643.902034404829	-443.117140570155	0	0.049829018075232	115	145.179531021006
"225"	"HVJT62"	149	145.320224719101	-1	0.296042989741095	343	329.223986321446	311	553.016609672692	-487.936407043981	-477.011521054428	0	2.03126526624328	50	23.3739618954568
"226"	"HVJT80A"	149	147.635808500244	-1	2.97850512945775	343	391.263312164142	311	224.13629702003	-487.936407043981	-514.680754137438	0	2.03419638495359	50	25.7291157791891
"227"	"HVJT80B"	149	145.609672691744	-1	4.24914509037615	343	393.361260381045	311	196.42843185149	-487.936407043981	-529.748447370642	0	2.06350757205667	50	28.0842696629214
"228"	"HVJT80C"	149	146.960429897411	-1	0.296042989741095	343	344.70884220811	311	215.703468490474	-487.936407043981	-544.816140603847	0	2.01954079140205	50	30.4394235466537
"229"	"HVJT84A"	149	145.706155349292	-1	-0.551050317537885	343	337.016365412799	311	269.914509037616	-487.936407043981	-466.464135791185	0	0.0351734245236932	50	43.7852955544699
"230"	"HVJTW30"	151	146.670981924768	-1	1.5666829506595	345	343.510014655594	308	201.247191011236	-498.800532001945	-520.70783143072	0	0.0410356619443088	48	31.6170004885197
"231"	"HVJTW85A"	149	145.706155349292	-1	-0.40986809965804	343	337.415974596971	311	269.914509037616	-487.936407043981	-469.477674437825	0	2.08402540302882	50	44.9628724963361
"232"	"HVJTW85B"	149	145.127259404006	-1	0.578407425500726	343	336.816560820713	311	263.891060087934	-487.936407043981	-475.504751731107	0	0.0322423058133854	50	46.5329750854909
"233"	"HVJTW94B"	149	145.320224719101	-1	1.14313629702002	343	338.215192965315	311	204.861260381045	-487.936407043981	-537.282293987245	0	0.038104543234001	50	21.803859306302
"234"	"HVJTW95B"	151	146.863947239864	-1	0.43722520762091	345	336.117244748413	308	542.174401563263	-498.800532001945	-505.640138197516	0	0.0263800683927699	48	21.803859306302
"235"	"ICV16"	166	147.732291157792	8	0.726428920371318	365	343.609916951636	244	220.52222765022	-641.534736515121	-498.106291580914	0	2.02247191011236	42	43.7852955544699
"236"	"ICV20"	151	145.995603321935	0	4.68637029799708	345	334.918417195896	304	204.861260381045	-503.971865118329	-537.282293987244	0	0.0439667806546165	50	28.8693209574988
"237"	"ICV49"	159	139.724230581339	5	1.85784074255011	358	322.630434782609	303	278.219833903273	-539.114338580796	-519.2010621074	0	2.08695652173913	36	43.7852955544699
"238"	"ICVE90"	177	154.003663898388	15	14.1619443087446	378	383.770639960919	200	165.106497313141	-753.473862960871	-1014.92816947982	0	0.0293111871030776	40	21.0188080117244
"239"	"JUMR22"	152	147.249877870053	1	7.91988275525159	345	387.16731802638	298	225.340986809966	-513.750902943821	-534.268755340604	0	0.0263800683927699	52	35.9347826086956
"240"	"JUMR26"	152	148.986565705911	1	8.20224719101124	345	390.563996091842	298	191.609672691744	-513.750902943821	-1106.84109820237	0	0.0263800683927699	52	26.5141670737665
"241"	"JUMR39A"	152	139.2418172936	1	-4.36297020029312	345	318.534440644846	298	232.569125549585	-513.750902943821	-472.491213084467	0	2.01367855398144	52	43.0002442598925
"242"	"JUMR39B"	152	144.355398143625	1	3.40205178309722	345	341.511968734734	298	250.639472398633	-513.750902943821	-520.70783143072	0	0.0322423058133854	52	22.1963849535907
"243"	"JUMR39C"	152	148.311187103078	1	6.22569614069369	345	390.264289203713	298	219.317537860283	-513.750902943821	-523.721370077361	0	0.0293111871030777	52	23.3739618954568
"244"	"JUMR39D"	152	147.539325842696	1	4.81387396189544	345	389.764777723498	298	219.317537860283	-513.750902943821	-528.241678047322	0	0.0234489496824621	52	22.1963849535907
"245"	"JUMR39E"	152	147.732291157792	1	5.66096726917439	345	345.108451392281	298	208.475329750855	-513.750902943821	-535.775524663924	0	0.0234489496824621	52	22.9814362481681
"246"	"JUMR42"	152	147.056912554959	1	5.37860283341476	345	342.011480214949	298	231.364435759649	-513.750902943821	-523.721370077361	0	0.0322423058133854	52	24.5515388373229
"247"	"JUMR53"	152	196.359550561798	1	30.7914020517831	345	388.965559355154	298	206.065950170982	-513.750902943821	-718.094612785695	0	0.0556912554958476	52	28.4767953102101
"248"	"JUMRN68"	152	149.951392281387	1	1.99022960429894	345	341.012457254518	298	304.850512945774	-513.750902943821	-505.640138197516	0	0.0234489496824621	52	44.9628724963361
"249"	"JUMRN74"	152	146.285051294577	1	3.40205178309719	345	389.365168539326	298	200.0425012213	-513.750902943821	-531.255216693963	0	2.0371275036639	52	24.1590131900342
"250"	"JUMRN77"	152	146.092085979482	1	4.5315095261358	345	346.507083536883	298	222.931607230093	-513.750902943821	-520.70783143072	0	1.07572056668295	52	28.8693209574988
"251"	"KEYR1B"	149	142.136297020029	-1	-1.53639472398632	343	332.221055202735	311	275.937957987299	-487.936407043981	-448.38290391134	0	0.0263800683927699	50	47.3180263800684
"252"	"KEYR97A1"	149	180.439912066438	-1	25.4760625305326	343	377.776502198339	311	196.42843185149	-487.936407043981	-656.317070529557	0	0.0234489496824621	50	26.1216414264778
"253"	"KEYR97A2"	149	181.790669272106	-1	25.6174890083049	343	377.276990718124	311	197.633121641426	-487.936407043981	-749.736768575424	0	0.0175867122618466	50	26.1216414264778
"254"	"MALH1B"	161	143.583536883244	7	4.37860283341479	356	342.41108939912	264	233.773815339521	-588.687200989728	-550.843217897129	0	0.0556912554958476	48	41.0376160234489
"255"	"SKRN40B"	152	145.127259404005	1	8.34342940889107	345	382.372007816317	298	196.42843185149	-513.750902943821	-531.255216693963	0	2.06057645334636	52	23.3739618954568
"256"	"SKRN41"	152	144.16243282853	1	6.64924279433316	345	345.807767464583	298	201.247191011236	-513.750902943821	-538.789063310565	0	0.038104543234001	52	21.803859306302
"257"	"BUC1(1)"	192	164.017098192477	39	20.1954079140205	373	382.584269662921	237	232.569125549585	-825.373398168114	-523.721370077361	0	0.0293111871030777	69	43.7042012701515
"258"	"BUC1(3)"	192	144.116267708842	39	7.57694186614557	373	402.123106985833	237	218.112848070347	-825.373398168114	-501.119830227554	0	0.0410356619443088	69	40.3216902784563
"259"	"BUC1(6)"	192	164.465315095262	39	12.7645334636053	373	378.715192965315	237	232.569125549585	-825.373398168114	-538.789063310565	0	0.0322423058133854	69	44.9726428920371
"260"	"HAG"	96	118.57254518808	-88	-79.2066438690767	325	317.635319980459	315	220.25622862726	-347.234088453498	-470.984443761146	5	3.03077674645823	70	50.8507572056669
"261"	"LCR1(2)"	172	150.373473375672	-21	-6.57303370786516	384	396.657303370787	119	153.059599413776	-850.008078936102	-574.951527070255	0	2.02540302882267	28	35.1497313141182
"262"	"LCR1(3)"	172	144.230337078651	-21	-10.3981436248168	384	382.38202247191	119	181.972154372252	-850.008078936102	-526.734908724002	0	2.02540302882266	28	39.0749877870053
"263"	"LCR1MOD"	172	164.256961406937	-21	-4.02296042989744	384	388.398876404495	119	141.012701514411	-850.008078936102	-784.392463011794	0	2.01954079140206	28	33.1871030776746
"264"	"LEM27"	57	101.096238397655	-160	-85.2926233512457	307	307.045676599902	226	246.396678065462	-337.45315891243	-354.963205865474	5	4.0009770395701	67	50.0657059110894
"265"	"LEM28"	57	101.42745481192	-160	-82.7305813385442	307	307.045676599902	226	237.304347826087	-337.45315891243	-367.017360452038	5	4.00977039570103	67	46.1404494382023
"266"	"LEM36A"	15	75.7278944797264	-174	-90.7181240840254	242	275.57645334636	365	377.098925256473	-76.4962715341288	-150.042577893897	7	5.97948216902785	108	69.6919882755251
"267"	"LEM36B"	15	80.6851489985345	-174	-84.6897899364924	242	273.678309721544	365	403.239374694675	-76.4962715341288	-3.885953531817	7	3.99218368343918	108	62.6265266243283
"268"	"LRM32"	48	84.7489008304836	-160	-84.3883732291158	289	285.566682950659	274	278.219833903273	-259.447793838108	-342.909051278911	6	3.99804592085979	75	52.8133854421104
"269"	"MM1"	200	215.656082071324	37	48.8663898387885	393	407.447484123107	134	116.918905715682	-1043.62703274038	-1143.00356196206	0	0.0117244748412311	39	26.5141670737665
"270"	"MM2"	216	176.29115779189	45	2.38983878847094	411	389.065461651197	99	131.375183194919	-1290.66808157646	-820.554926771483	0	0.0117244748412311	29	32.4020517830972
"271"	"MM4(2)"	200	158.055935515389	37	20.7638006839277	393	391.363214460185	134	142.217391304348	-1043.62703274038	-889.866315644222	0	0.0175867122618466	39	28.4767953102101
"272"	"MM5(2)"	200	213.051050317538	37	49.8700537371764	393	401.952857840743	134	121.737664875427	-1043.62703274038	-1120.40202211225	0	0.0117244748412311	39	23.7664875427455
"273"	"MM6"	200	206.972642892037	37	42.1275036638984	393	401.653150952613	134	122.942354665363	-1043.62703274038	-1100.81402090908	0	0.0117244748412311	39	23.7664875427455
"274"	"MM7(1)"	200	161.915241817294	37	29.2232535417685	393	396.658036150464	134	151.854909623839	-1043.62703274038	-1100.81402090908	0	0.0117244748412311	39	25.3365901319004
"275"	"MM7(2)"	200	211.410845139228	37	41.4106008793356	393	401.253541768441	134	126.556424035173	-1043.62703274038	-1115.88171414229	0	0.0146555935515389	39	25.7291157791891
"276"	"MM9(1)"	200	148.118221787983	37	10.0102589154861	393	388.565950170982	134	184.381533952125	-1043.62703274038	-534.268755340604	0	2.01954079140206	39	24.1590131900342
"277"	"MM9(2)"	200	152.652906692721	37	34.6717147044455	393	401.952857840742	134	151.854909623839	-1043.62703274038	-1084.23955835255	0	0.0146555935515389	39	23.3739618954568
"278"	"MR-1(1)1"	173	206.945774303859	9	42.0083048363459	370	392.898876404495	159	136.193942354665	-806.910267807126	-1105.33432887904	0	0.0175867122618466	43	25.3365901319004
"279"	"MR-1(1)2"	173	210.850024425989	9	42.2882266731803	370	405.498778700538	159	121.737664875427	-806.910267807126	-1179.16602572174	0	0.0263800683927699	43	23.7664875427455
"280"	"MR-3(1)"	173	204.729848558867	9	39.6289692232535	370	394.321446018564	159	153.059599413776	-806.910267807126	-1120.40202211225	0	0.0175867122618466	43	34.3646800195408
"281"	"MR-3(3)"	173	207.156814851001	9	44.3876404494383	370	394.626282364436	159	125.351734245237	-806.910267807126	-1108.34786752569	0	0.0146555935515389	43	24.1590131900342
"282"	"MR-3(4)"	173	206.840254030288	9	41.5884220810944	370	394.423058133855	159	134.989252564729	-806.910267807126	-1097.80048226244	0	0.0117244748412311	43	25.7291157791891
"283"	"MR-3(5)"	173	205.257449926722	9	38.509281875916	370	394.524670249145	159	136.193942354665	-806.910267807126	-1093.28017429248	0	0.0175867122618466	43	24.5515388373229
"284"	"MR-3m"	173	202.936003908159	9	35.8500244259892	370	394.524670249145	159	138.603321934538	-806.910267807126	-849.183543914571	0	0.0146555935515388	43	27.2992183683439
"285"	"SAV2(1)1"	171	156.516609672692	-9	16.762579384465	379	396.421348314606	129	144.62677088422	-832.937181881303	-1091.77340496915	0	2.03712750366389	34	33.9721543722521
"286"	"SAV2(3)2"	171	163.028334147533	-9	13.104543234001	379	392.41011235955	129	142.217391304348	-832.937181881303	-936.576164667155	0	2.05471421592574	34	30.046897899365
"287"	"SAV2(3)3"	171	147.424767953102	-9	7.75818270639961	379	386.157303370787	129	161.492427943332	-832.937181881303	-793.433078951716	0	2.11626770884221	34	23.3739618954568
"288"	"SAV3(1)"	171	199.887151929653	-9	26.4704445530044	379	403.5	129	122.942354665363	-832.937181881303	-1136.97648466877	0	2.05178309721544	34	30.8319491939424
"289"	"SAV3(2)"	171	158.85100146556	-9	12.5417684416219	379	396.775280898877	129	136.193942354665	-832.937181881303	-1106.84109820237	0	2.08988764044944	34	29.2618466047875
"290"	"CD1B"	63	114.549584758183	-96	-35.0630190522716	255	280.924279433317	409	285.57547630679	-112.693423842011	-359.483513835435	6	2.06643869076697	114	71.1871030776746
"291"	"FMC12B"	137	135.384220810943	-36	-4.51563263312161	343	367.516853932584	166	187.296531509526	-615.01261519955	-517.694292784079	2	2.11919882755252	39	29.6543722520763
"292"	"FMC8A"	137	81.0788959452858	-36	-81.5109916951636	343	288.943820224719	166	274.810210063507	-615.01261519955	-293.185663609337	2	3.99804592085979	39	50.4582315583781
"293"	"FMC9A"	137	90.047874938935	-36	-79.7904250122129	343	296.966292134832	166	263.444797264289	-615.01261519955	-353.456436542153	2	3.99218368343918	39	47.7105520273572
"294"	"BCAP1"	158	127.458720078164	-27	35.2220322423058	342	322.033219345383	253	274.175867122618	-597.187109851409	-439.779836878755	0	2.1133365901319	119	131.649487054225
"295"	"BCAP2"	158	201.278944797264	-27	43.8549096238399	342	352.598925256473	253	264.269174401563	-597.187109851409	-513.200518089545	0	2.0371275036639	119	130.803859306302
"296"	"BCAP3"	158	129.420127015144	-27	34.6739130434783	342	326.676111382511	253	288.328285295555	-597.187109851409	-461.472310872851	0	2.03419638495359	119	93.5962383976552
"297"	"BCAP4"	158	203.864435759649	-27	50.7063996091842	342	392.160234489497	253	248.701514411334	-597.187109851409	-1215.70294512915	0	0.0175867122618466	119	128.689789936493
"298"	"SHCVT5"	165	136.017586712262	-23	33.7147044455301	351	327.836834391793	242	286.913043478261	-649.548199722437	-489.839392249748	0	2.08402540302882	114	125.307278944798
"299"	"ROC3"	150	153.313629702003	-30	28.1270151441133	334	384.518808011725	291	258.608207132388	-521.406361304146	-519.875125472344	0	2.04885197850513	137	70.3414753297508
"300"	"ROC4"	150	135.126038104543	-30	-31.9990229604299	334	313.61797752809	291	289.743527112848	-521.406361304146	-459.803659027152	0	2.08402540302882	137	129.535417684417
"301"	"ROC5B"	145	164.547142159258	-32	38.0073277967758	326	405.121641426478	286	295.404494382022	-500.130484982146	-528.218384700843	1	0.0293111871030776	139	80.4890083048363
"302"	"VWC17D"	158	197.534440644846	-29	41.3883732291158	352	386.356619443088	313	247.025403028823	-535.095020995367	-1137.1663610499	0	0.0146555935515389	133	134.186370297997
"303"	"WDC10A"	151	214.563019052271	-32	46.1099169516365	344	386.936980947729	342	238.592574499267	-471.863602783046	-1134.22260813083	0	0.0087933561309233	144	146.02515876893
"304"	"WDC10B"	151	213.04738641915	-32	46.3844650708353	344	389.355153883732	342	287.984855886663	-471.863602783046	-1137.1663610499	0	0.0087933561309233	144	145.179531021007
"305"	"WDC14A"	151	200.922325354177	-32	33.8925256472887	344	389.838788470934	342	234.978505129458	-471.863602783046	-1132.75073167129	0	0.0175867122618466	144	123.193209574988
"306"	"WDC14B"	151	207.252320468978	-32	40.0698583292623	344	390.322423058134	342	218.112848070347	-471.863602783046	-1140.11011396897	0	0.0175867122618466	144	44.9726428920371
"307"	"WDC14C"	151	206.806546165119	-32	39.9325842696629	344	391.192965315096	342	228.955056179776	-471.863602783046	-1140.11011396897	0	0.0175867122618466	144	44.9726428920371
"308"	"WDC15B"	151	110.251831949194	-32	-86.771372740596	344	288.275525158769	342	281.96140693698	-471.863602783046	-342.353072899684	0	3.95114802149487	144	74.9924279433317
"309"	"WDC15E"	151	120.415486077186	-32	-82.1040547142159	344	319.71177332682	342	274.733268197362	-471.863602783046	-377.678107928583	0	2.98387884709331	144	70.3414753297508
"310"	"WDC15F"	151	120.415486077186	-32	-82.5158768930142	344	318.454323400098	342	384.360039081583	-471.863602783046	-334.993690601996	0	3.01025891548607	144	70.7642892037127
"311"	"WDC15G"	151	209.659501709819	-32	40.2071323888617	344	396.126038104543	342	225.340986809966	-471.863602783046	-1093.01006726377	0	0.0087933561309233	144	50.0464093795798
"312"	"WDC15H"	151	137.800683927699	-32	32.3825109916951	344	388.09770395701	342	313.28334147533	-471.863602783046	-530.753259720477	0	0.0175867122618466	144	147.716414264778
