"ka"	"avg.dif"	"stdev"	"sites.used"
50	0.210552027357109	0.424934435774301	5
49.9	0.0174238723334964	0.484919578733106	6
49.8	0.0174238723334964	0.484919578733106	6
49.7	0.157512736408682	0.508964942345656	7
49.6	0.157512736408682	0.508964942345656	7
49.5	0.157512736408682	0.508964942345656	7
49.4	0.157512736408682	0.508964942345656	7
49.3	0.157512736408682	0.508964942345656	7
49.2	0.157512736408682	0.508964942345656	7
49.1	0.26038104543234	0.510030013520585	8
49	0.26038104543234	0.510030013520585	8
48.9	0.26038104543234	0.510030013520585	8
48.8	0.26038104543234	0.510030013520585	8
48.7	0.26038104543234	0.510030013520585	8
48.6	0.26038104543234	0.510030013520585	8
48.5	0.26038104543234	0.510030013520585	8
48.4	0.26038104543234	0.510030013520585	8
48.3	0.26038104543234	0.510030013520585	8
48.2	0.26038104543234	0.510030013520585	8
48.1	0.26038104543234	0.510030013520585	8
48	0.26038104543234	0.510030013520585	8
47.9	0.26038104543234	0.510030013520585	8
47.8	0.26038104543234	0.510030013520585	8
47.7	0.294228487682323	0.510580805053822	7
47.6	0.294228487682323	0.510580805053822	7
47.5	0.294228487682323	0.510580805053822	7
47.4	0.294228487682323	0.510580805053822	7
47.3	0.340335450252402	0.492821090050909	6
47.2	0.340335450252402	0.492821090050909	6
47.1	0.340335450252402	0.492821090050909	6
47	0.340335450252402	0.492821090050909	6
46.9	0.340335450252402	0.492821090050909	6
46.8	0.340335450252402	0.492821090050909	6
46.7	0.340335450252402	0.492821090050909	6
46.6	0.340335450252402	0.492821090050909	6
46.5	0.340335450252402	0.492821090050909	6
46.4	0.340335450252402	0.492821090050909	6
46.3	0.340335450252402	0.492821090050909	6
46.2	0.340335450252402	0.492821090050909	6
46.1	0.340335450252402	0.492821090050909	6
46	0.340335450252402	0.492821090050909	6
45.9	0.155000348942703	0.464007213200883	7
45.8	0.155000348942703	0.464007213200883	7
45.7	0.155000348942703	0.464007213200883	7
45.6	0.155000348942703	0.464007213200883	7
45.5	0.26038104543234	0.442377102331005	8
45.4	0.26038104543234	0.442377102331005	8
45.3	0.260014655593551	0.443055685115858	8
45.2	0.260014655593551	0.443055685115858	8
45.1	0.260014655593551	0.443055685115858	8
