"ka"	"avg.dif"	"stdev"	"sites.used"
41.4	-1.6622191011236	1.70431547942791	4
41.3	-1.6622191011236	1.70431547942791	4
41.2	-1.6622191011236	1.70431547942791	4
41.1	-1.6622191011236	1.70431547942791	4
41	-1.6622191011236	1.70431547942791	4
40.9	-1.6622191011236	1.70431547942791	4
40.8	-2.07934375508875	1.76316130546629	3
40.7	-1.37025525158769	1.61828916524094	4
40.6	-1.95196222113663	1.41653984789051	6
40.5	-1.95196222113663	1.41653984789051	6
40.4	-1.95196222113663	1.41653984789051	6
40.3	-1.95196222113663	1.41653984789051	6
40.2	-2.06231069858329	1.30386975678241	7
40.1	-2.06231069858329	1.30386975678241	7
40	-2.06231069858329	1.30386975678241	7
39.9	-2.06231069858329	1.30386975678241	7
39.8	-2.06231069858329	1.30386975678241	7
39.7	-2.20576148021495	1.24523882057644	8
39.6	-2.43171579004506	1.3081089167507	9
39.5	-2.76493038593063	1.00796513375938	8
39.4	-2.76493038593063	1.00796513375938	8
39.3	-2.76493038593063	1.00796513375938	8
39.2	-2.76493038593063	1.00796513375938	8
39.1	-2.76493038593063	1.00796513375938	8
39	-2.76493038593063	1.00796513375938	8
38.9	-2.76493038593063	1.00796513375938	8
38.8	-2.76493038593063	1.00796513375938	8
38.7	-2.76493038593063	1.00796513375938	8
38.6	-2.76493038593063	1.00796513375938	8
38.5	-2.76493038593063	1.00796513375938	8
38.4	-2.76493038593063	1.00796513375938	8
38.3	-2.68384744224998	1.07613323413687	7
38.2	-2.68384744224998	1.07613323413687	7
38.1	-2.68384744224998	1.07613323413687	7
38	-2.68384744224998	1.07613323413687	7
37.9	-2.68384744224998	1.07613323413687	7
37.8	-2.68384744224998	1.07613323413687	7
37.7	-2.55666524181729	1.08760812312747	8
37.6	-2.29886012050154	1.31710345137376	9
37.5	-2.29886012050154	1.31710345137376	9
37.4	-2.29886012050154	1.31710345137376	9
37.3	-2.29886012050154	1.31710345137376	9
37.2	-2.29886012050154	1.31710345137376	9
